"카테고리","세부분류","ID","이름","가격","내구도","기본공격력","방어","명중","HP","MP","힘","민첩","지력","HP%","MP%","필요직업","필요레벨","성별","필요힘","필요민첩","필요지력","거래가능","설명"
"방어구","방패","shield_2","보라방패","비매품","10000","","-3","","","","","","","","","전사","36","","","","","거래가능","방어구 '보라방패'. 방어력 -3을 제공합니다. 레벨 36 이상, 전사 착용 가능합니다."
"방어구","방패","shield_3","사각방패","1000","5000","","-3","","","","","","","","","전사","36","","","","","거래가능","방어구 '사각방패'. 방어력 -3을 제공합니다. 레벨 36 이상, 전사 착용 가능합니다."
"방어구","방패","shield_4","철방패","비매품","10000","","-4","","","","","","","","","전사","46","","","","","거래가능","방어구 '철방패'. 방어력 -4을 제공합니다. 레벨 46 이상, 전사 착용 가능합니다."
"방어구","방패","shield_5","정화의방패","비매품","100000","","-7","","300","300","2","2","2","","","","50","","","","","거래가능","방어구 '정화의방패'. 방어력 -7을 제공합니다. 체력 +300, 마력 +300, 힘 +2, 민첩 +2, 지력 +2 효과가 함께 붙어 있습니다. 레벨 50 이상 착용 가능합니다."
"방어구","방패","shield_6","연등","비매품","1000","","-1","","","","","","","","","","","","","","","거래가능","방어구 '연등'. 방어력 -1을 제공합니다."
"방어구","방패","shield_9","떡갈나무방패","100","2000","","-1","","","","","","","","","","","","","","","거래가능","방어구 '떡갈나무방패'. 방어력 -1을 제공합니다."
"방어구","방패","shield_10","거울방패","500","5000","","","","","","","","","","","","10","","","","","거래가능","방어구 '거울방패'. 캐릭터를 보호해주는 장비입니다. 레벨 10 이상 착용 가능합니다."
"방어구","방패","shield_11","주술방패","비매품","60000","","-5","","250","","2","2","2","","","전사","60","","","","","거래가능","방어구 '주술방패'. 방어력 -5을 제공합니다. 체력 +250, 힘 +2, 민첩 +2, 지력 +2 효과가 함께 붙어 있습니다. 레벨 60 이상, 전사 착용 가능합니다."
"방어구","방패","shield_12","문신방패","6000","30000","","-5","","100","","1","1","1","","","전사","20","","","","","거래가능","방어구 '문신방패'. 방어력 -5을 제공합니다. 체력 +100, 힘 +1, 민첩 +1, 지력 +1 효과가 함께 붙어 있습니다. 레벨 20 이상, 전사 착용 가능합니다."
"방어구","방패","shield_13","여신의방패","비매품","70000","","-8","","500","250","3","3","3","","","","77","","","","","거래가능","방어구 '여신의방패'. 방어력 -8을 제공합니다. 체력 +500, 마력 +250, 힘 +3, 민첩 +3, 지력 +3 효과가 함께 붙어 있습니다. 레벨 77 이상 착용 가능합니다."
"방어구","방패","shield_14","팔세지도","비매품","150000","","-1","","","","","","","","","","","","","","","거래가능","방어구 '팔세지도'. 방어력 -1을 제공합니다."
"방어구","방패","shield_15","할로윈호박방패","비매품","150000","","-1","","","","","","","","","","","","","","","거래가능","방어구 '할로윈호박방패'. 방어력 -1을 제공합니다."
"방어구","방패","shield_18","빨간연등","비매품","","","","","","","","","","","","","","","","","","거래가능","방어구 '빨간연등'. 캐릭터를 보호해주는 장비입니다."
"방어구","방패","shield_19","연노랑연등","비매품","","","","","","","","","","","","","","","","","","거래가능","방어구 '연노랑연등'. 캐릭터를 보호해주는 장비입니다."
"방어구","방패","shield_20","보라연등","비매품","","","","","","","","","","","","","","","","","","거래가능","방어구 '보라연등'. 캐릭터를 보호해주는 장비입니다."
"방어구","투구","helmet_1","연두색남자투구","10","1800","","-1","","","","","","","","","","","남성","","","","거래가능","방어구 '연두색남자투구'. 방어력 -1을 제공합니다. 남성용 착용 가능합니다."
"방어구","투구","helmet_2","연두색여자투구","10","1800","","-1","","","","","","","","","","","여성","","","","거래가능","방어구 '연두색여자투구'. 방어력 -1을 제공합니다. 여성용 착용 가능합니다."
"방어구","투구","helmet_3","초록색남자투구","30","2500","","-2","","","","","","","","","","","남성","","","","거래가능","방어구 '초록색남자투구'. 방어력 -2을 제공합니다. 남성용 착용 가능합니다."
"방어구","투구","helmet_4","초록색여자투구","30","2500","","-2","","","","","","","","","","","여성","","","","거래가능","방어구 '초록색여자투구'. 방어력 -2을 제공합니다. 여성용 착용 가능합니다."
"방어구","투구","helmet_5","금장남자투구","2000","30000","","-10","","","","","","","","","","","남성","","","","거래가능","방어구 '금장남자투구'. 방어력 -10을 제공합니다. 남성용 착용 가능합니다."
"방어구","투구","helmet_6","금장여자투구","2000","30000","","-10","","","","","","","","","","","여성","","","","거래가능","방어구 '금장여자투구'. 방어력 -10을 제공합니다. 여성용 착용 가능합니다."
"방어구","투구","helmet_7","힘의투구1","비매품","5000","","-5","","","","1","","","","","","","","","","","거래가능","방어구 '힘의투구1'. 방어력 -5을 제공합니다. 힘 +1 효과가 함께 붙어 있습니다."
"방어구","투구","helmet_22","민첩의투구7","비매품","5000","","-5","","","","","7","","","","","","","","","","거래가능","방어구 '민첩의투구7'. 방어력 -5을 제공합니다. 민첩 +7 효과가 함께 붙어 있습니다."
"방어구","투구","helmet_25","지력의투구1","비매품","5000","","-5","","","","","","1","","","","","","","","","거래가능","방어구 '지력의투구1'. 방어력 -5을 제공합니다. 지력 +1 효과가 함께 붙어 있습니다."
"방어구","투구","helmet_34","통투구","비매품","10000","","-7","","100","100","1","1","1","","","","20","","","","","거래가능","방어구 '통투구'. 방어력 -7을 제공합니다. 체력 +100, 마력 +100, 힘 +1, 민첩 +1, 지력 +1 효과가 함께 붙어 있습니다. 레벨 20 이상 착용 가능합니다."
"방어구","투구","helmet_36","신장투구","비매품","20000","","-8","1","200","200","2","2","2","","","","30","","","","","거래가능","방어구 '신장투구'. 방어력 -8을 제공합니다. 체력 +200, 마력 +200, 힘 +2, 민첩 +2, 지력 +2 효과가 함께 붙어 있습니다. 레벨 30 이상 착용 가능합니다."
"방어구","투구","helmet_42","불의투구","50000","30000","","-5","","250","","4","","","","","","75","","","","","거래가능","방어구 '불의투구'. 방어력 -5을 제공합니다. 체력 +250, 힘 +4 효과가 함께 붙어 있습니다. 레벨 75 이상 착용 가능합니다."
"방어구","투구","helmet_43","문신투구","10000","50000","","-7","3","100","100","2","2","2","","","","75","","","","","거래가능","방어구 '문신투구'. 방어력 -7을 제공합니다. 체력 +100, 마력 +100, 힘 +2, 민첩 +2, 지력 +2 효과가 함께 붙어 있습니다. 레벨 75 이상 착용 가능합니다."
"방어구","투구","helmet_44","번개의두건","50000","30000","","-4","","250","","","4","","","","도적","75","","","","","거래가능","방어구 '번개의두건'. 방어력 -4을 제공합니다. 체력 +250, 민첩 +4 효과가 함께 붙어 있습니다. 레벨 75 이상, 도적 착용 가능합니다."
"방어구","투구","helmet_54","천공투구","비매품","30000","","-9","2","300","300","3","3","3","","","","40","","","","","거래가능","방어구 '천공투구'. 방어력 -9을 제공합니다. 체력 +300, 마력 +300, 힘 +3, 민첩 +3, 지력 +3 효과가 함께 붙어 있습니다. 레벨 40 이상 착용 가능합니다."
"방어구","투구","helmet_56","비룡투구","비매품","40000","","-11","3","1500","1000","4","4","4","","","","50","","","","","거래가능","방어구 '비룡투구'. 방어력 -11을 제공합니다. 체력 +1500, 마력 +1000, 힘 +4, 민첩 +4, 지력 +4 효과가 함께 붙어 있습니다. 레벨 50 이상 착용 가능합니다."
"방어구","투구","helmet_58","황금투구","비매품","500000","","-12","6","2000","2000","9","9","9","","","","50","","","","","거래가능","방어구 '황금투구'. 방어력 -12을 제공합니다. 체력 +2000, 마력 +2000, 힘 +9, 민첩 +9, 지력 +9 효과가 함께 붙어 있습니다. 레벨 50 이상 착용 가능합니다."
"방어구","투구","helmet_60","쇄자황금투구","비매품","1000000","","-15","9","5000","5000","12","12","12","","","","50","","","","","거래가능","방어구 '쇄자황금투구'. 방어력 -15을 제공합니다. 체력 +5000, 마력 +5000, 힘 +12, 민첩 +12, 지력 +12 효과가 함께 붙어 있습니다. 레벨 50 이상 착용 가능합니다."
"방어구","투구","helmet_62","용왕의투구","비매품","100000","","-11","4","900","900","6","5","4","","","","99","","","","","거래가능","방어구 '용왕의투구'. 방어력 -11을 제공합니다. 체력 +900, 마력 +900, 힘 +6, 민첩 +5, 지력 +4 효과가 함께 붙어 있습니다. 레벨 99 이상 착용 가능합니다."
"방어구","투구","helmet_82","땅의모자","50000","30000","","-3","","","250","","","4","","","","75","","","","","거래가능","방어구 '땅의모자'. 방어력 -3을 제공합니다. 마력 +250, 지력 +4 효과가 함께 붙어 있습니다. 레벨 75 이상 착용 가능합니다."
"방어구","투구","helmet_83","물의머리띠","50000","30000","","-3","","","250","","","4","","","","75","","","","","거래가능","방어구 '물의머리띠'. 방어력 -3을 제공합니다. 마력 +250, 지력 +4 효과가 함께 붙어 있습니다. 레벨 75 이상 착용 가능합니다."
"방어구","투구","helmet_84","주술투구","비매품","50000","","-10","8","300","300","2","2","2","","","","75","","","","","거래가능","방어구 '주술투구'. 방어력 -10을 제공합니다. 체력 +300, 마력 +300, 힘 +2, 민첩 +2, 지력 +2 효과가 함께 붙어 있습니다. 레벨 75 이상 착용 가능합니다."
"방어구","갑옷","armour_1","없음","비매품","","","","","","","","","","","","","","","","","","거래가능","방어구 '없음'. 캐릭터를 보호해주는 장비입니다."
"방어구","갑옷","armour_2","없음","비매품","","","","","","","","","","","","","","","","","","거래가능","방어구 '없음'. 캐릭터를 보호해주는 장비입니다."
"방어구","갑옷","armour_3","초심자의남자갑주","1","1000","","-3","","","","","","","","","","","남성","","","","거래가능","방어구 '초심자의남자갑주'. 방어력 -3을 제공합니다. 남성용 착용 가능합니다."
"방어구","갑옷","armour_4","초심자의여자갑주","1","1000","","-3","","","","","","","","","","","여성","","","","거래가능","방어구 '초심자의여자갑주'. 방어력 -3을 제공합니다. 여성용 착용 가능합니다."
"방어구","갑옷","armour_5","연두색비늘남자갑주","15","3000","","-12","","","","","","","","","전사","","남성","","","","거래가능","방어구 '연두색비늘남자갑주'. 방어력 -12을 제공합니다. 전사, 남성용 착용 가능합니다."
"방어구","갑옷","armour_6","연두색비늘여자갑주","15","3000","","-12","","","","","","","","","전사","","여성","","","","거래가능","방어구 '연두색비늘여자갑주'. 방어력 -12을 제공합니다. 전사, 여성용 착용 가능합니다."
"방어구","갑옷","armour_7","연두색도포","7","3000","","-6","","","","","","","","","주술사","","남성","","","","거래가능","방어구 '연두색도포'. 방어력 -6을 제공합니다. 주술사, 남성용 착용 가능합니다."
"방어구","갑옷","armour_8","연두색통치마","7","3000","","-6","","","","","","","","","주술사","","여성","","","","거래가능","방어구 '연두색통치마'. 방어력 -6을 제공합니다. 주술사, 여성용 착용 가능합니다."
"방어구","갑옷","armour_9","연두색장삼","8","3000","","-4","","","","","","","","","도사","","남성","","","","거래가능","방어구 '연두색장삼'. 방어력 -4을 제공합니다. 도사, 남성용 착용 가능합니다."
"방어구","갑옷","armour_10","연두색여자통옷","8","3000","","-4","","","","","","","","","도사","","여성","","","","거래가능","방어구 '연두색여자통옷'. 방어력 -4을 제공합니다. 도사, 여성용 착용 가능합니다."
"방어구","갑옷","armour_11","연두색남자갑옷","10","3000","","-8","","","","","","","","","도적","","남성","","","","거래가능","방어구 '연두색남자갑옷'. 방어력 -8을 제공합니다. 도적, 남성용 착용 가능합니다."
"방어구","갑옷","armour_12","연두색여자갑옷","10","3000","","-8","","","","","","","","","도적","","여성","","","","거래가능","방어구 '연두색여자갑옷'. 방어력 -8을 제공합니다. 도적, 여성용 착용 가능합니다."
"방어구","갑옷","armour_13","연두색남자갑주","15","3000","","-10","","","","","","","","","전사","","남성","","","","거래가능","방어구 '연두색남자갑주'. 방어력 -10을 제공합니다. 전사, 남성용 착용 가능합니다."
"방어구","갑옷","armour_14","연두색여자갑주","15","3000","","-10","","","","","","","","","전사","","여성","","","","거래가능","방어구 '연두색여자갑주'. 방어력 -10을 제공합니다. 전사, 여성용 착용 가능합니다."
"방어구","갑옷","armour_15","연두색짧은도포","5","3000","","-4","","","","","","","","","주술사","","남성","","","","거래가능","방어구 '연두색짧은도포'. 방어력 -4을 제공합니다. 주술사, 남성용 착용 가능합니다."
"방어구","갑옷","armour_16","연두색치마","5","3000","","-4","","","","","","","","","주술사","","여성","","","","거래가능","방어구 '연두색치마'. 방어력 -4을 제공합니다. 주술사, 여성용 착용 가능합니다."
"방어구","갑옷","armour_17","연두색남자도복","8","3000","","-6","","","","","","","","","도적","","남성","","","","거래가능","방어구 '연두색남자도복'. 방어력 -6을 제공합니다. 도적, 남성용 착용 가능합니다."
"방어구","갑옷","armour_18","연두색여자도복","8","3000","","-6","","","","","","","","","도적","","여성","","","","거래가능","방어구 '연두색여자도복'. 방어력 -6을 제공합니다. 도적, 여성용 착용 가능합니다."
"방어구","갑옷","armour_19","초록색비늘남자갑주","30","6000","","-18","","","","","","","","","전사","6","남성","","","","거래가능","방어구 '초록색비늘남자갑주'. 방어력 -18을 제공합니다. 레벨 6 이상, 전사, 남성용 착용 가능합니다."
"방어구","갑옷","armour_20","초록색비늘여자갑주","30","6000","","-18","","","","","","","","","전사","6","여성","","","","거래가능","방어구 '초록색비늘여자갑주'. 방어력 -18을 제공합니다. 레벨 6 이상, 전사, 여성용 착용 가능합니다."
"방어구","갑옷","armour_21","초록색도포","30","5000","","-11","","","","","","","","","주술사","6","남성","","","","거래가능","방어구 '초록색도포'. 방어력 -11을 제공합니다. 레벨 6 이상, 주술사, 남성용 착용 가능합니다."
"방어구","갑옷","armour_22","초록색통치마","30","5000","","-11","","","","","","","","","주술사","6","여성","","","","거래가능","방어구 '초록색통치마'. 방어력 -11을 제공합니다. 레벨 6 이상, 주술사, 여성용 착용 가능합니다."
"방어구","갑옷","armour_23","초록색장삼","25","5000","","-7","","","","","","","","","도사","6","남성","","","","거래가능","방어구 '초록색장삼'. 방어력 -7을 제공합니다. 레벨 6 이상, 도사, 남성용 착용 가능합니다."
"방어구","갑옷","armour_24","초록색여자통옷","25","5000","","-7","","","","","","","","","도사","6","여성","","","","거래가능","방어구 '초록색여자통옷'. 방어력 -7을 제공합니다. 레벨 6 이상, 도사, 여성용 착용 가능합니다."
"방어구","갑옷","armour_25","초록색남자갑옷","30","5000","","-14","","","","","","","","","도적","6","남성","","","","거래가능","방어구 '초록색남자갑옷'. 방어력 -14을 제공합니다. 레벨 6 이상, 도적, 남성용 착용 가능합니다."
"방어구","갑옷","armour_26","초록색여자갑옷","30","5000","","-14","","","","","","","","","도적","6","여성","","","","거래가능","방어구 '초록색여자갑옷'. 방어력 -14을 제공합니다. 레벨 6 이상, 도적, 여성용 착용 가능합니다."
"방어구","갑옷","armour_27","초록색남자갑주","20","5000","","-16","","","","","","","","","전사","6","남성","","","","거래가능","방어구 '초록색남자갑주'. 방어력 -16을 제공합니다. 레벨 6 이상, 전사, 남성용 착용 가능합니다."
"방어구","갑옷","armour_28","초록색여자갑주","20","5000","","-16","","","","","","","","","전사","6","여성","","","","거래가능","방어구 '초록색여자갑주'. 방어력 -16을 제공합니다. 레벨 6 이상, 전사, 여성용 착용 가능합니다."
"방어구","갑옷","armour_29","초록색짧은도포","20","5000","","-9","","","","","","","","","주술사","6","남성","","","","거래가능","방어구 '초록색짧은도포'. 방어력 -9을 제공합니다. 레벨 6 이상, 주술사, 남성용 착용 가능합니다."
"방어구","갑옷","armour_30","초록색치마","20","5000","","-9","","","","","","","","","주술사","6","여성","","","","거래가능","방어구 '초록색치마'. 방어력 -9을 제공합니다. 레벨 6 이상, 주술사, 여성용 착용 가능합니다."
"방어구","갑옷","armour_31","초록색남자도복","20","5000","","-12","","","","","","","","","도적","6","남성","","","","거래가능","방어구 '초록색남자도복'. 방어력 -12을 제공합니다. 레벨 6 이상, 도적, 남성용 착용 가능합니다."
"방어구","갑옷","armour_32","초록색여자도복","20","5000","","-12","","","","","","","","","도적","6","여성","","","","거래가능","방어구 '초록색여자도복'. 방어력 -12을 제공합니다. 레벨 6 이상, 도적, 여성용 착용 가능합니다."
"방어구","갑옷","armour_33","보라비늘남자갑주","160","7000","","-21","","","","","","","","","전사","16","남성","","","","거래가능","방어구 '보라비늘남자갑주'. 방어력 -21을 제공합니다. 레벨 16 이상, 전사, 남성용 착용 가능합니다."
"방어구","갑옷","armour_34","보라비늘여자갑주","160","7000","","-21","","","","","","","","","전사","16","여성","","","","거래가능","방어구 '보라비늘여자갑주'. 방어력 -21을 제공합니다. 레벨 16 이상, 전사, 여성용 착용 가능합니다."
"방어구","갑옷","armour_35","보라도포","150","7000","","-12","","","","","","","","","주술사","16","남성","","","","거래가능","방어구 '보라도포'. 방어력 -12을 제공합니다. 레벨 16 이상, 주술사, 남성용 착용 가능합니다."
"방어구","갑옷","armour_36","보라통치마","150","7000","","-12","","","","","","","","","주술사","16","여성","","","","거래가능","방어구 '보라통치마'. 방어력 -12을 제공합니다. 레벨 16 이상, 주술사, 여성용 착용 가능합니다."
"방어구","갑옷","armour_37","보라장삼","88","7000","","-9","","","","","","","","","도사","16","남성","","","","거래가능","방어구 '보라장삼'. 방어력 -9을 제공합니다. 레벨 16 이상, 도사, 남성용 착용 가능합니다."
"방어구","갑옷","armour_38","보라여자통옷","88","7000","","-9","","","","","","","","","도사","16","여성","","","","거래가능","방어구 '보라여자통옷'. 방어력 -9을 제공합니다. 레벨 16 이상, 도사, 여성용 착용 가능합니다."
"방어구","갑옷","armour_39","보라남자갑옷","160","7000","","-17","","","","","","","","","도적","16","남성","","","","거래가능","방어구 '보라남자갑옷'. 방어력 -17을 제공합니다. 레벨 16 이상, 도적, 남성용 착용 가능합니다."
"방어구","갑옷","armour_40","보라여자갑옷","160","7000","","-17","","","","","","","","","도적","16","여성","","","","거래가능","방어구 '보라여자갑옷'. 방어력 -17을 제공합니다. 레벨 16 이상, 도적, 여성용 착용 가능합니다."
"방어구","갑옷","armour_41","보라남자갑주","80","7000","","-19","","","","","","","","","전사","16","남성","","","","거래가능","방어구 '보라남자갑주'. 방어력 -19을 제공합니다. 레벨 16 이상, 전사, 남성용 착용 가능합니다."
"방어구","갑옷","armour_42","보라여자갑주","80","7000","","-19","","","","","","","","","전사","16","여성","","","","거래가능","방어구 '보라여자갑주'. 방어력 -19을 제공합니다. 레벨 16 이상, 전사, 여성용 착용 가능합니다."
"방어구","갑옷","armour_43","보라짧은도포","70","7000","","-10","","","","","","","","","주술사","16","남성","","","","거래가능","방어구 '보라짧은도포'. 방어력 -10을 제공합니다. 레벨 16 이상, 주술사, 남성용 착용 가능합니다."
"방어구","갑옷","armour_44","보라치마","70","7000","","-10","","","","","","","","","주술사","16","여성","","","","거래가능","방어구 '보라치마'. 방어력 -10을 제공합니다. 레벨 16 이상, 주술사, 여성용 착용 가능합니다."
"방어구","갑옷","armour_45","보라남자도복","80","7000","","-15","","","","","","","","","도적","16","남성","","","","거래가능","방어구 '보라남자도복'. 방어력 -15을 제공합니다. 레벨 16 이상, 도적, 남성용 착용 가능합니다."
"방어구","갑옷","armour_46","보라여자도복","80","7000","","-15","","","","","","","","","도적","16","여성","","","","거래가능","방어구 '보라여자도복'. 방어력 -15을 제공합니다. 레벨 16 이상, 도적, 여성용 착용 가능합니다."
"방어구","갑옷","armour_47","파란색비늘남자갑주","500","11000","","-26","","","","","","","","","전사","26","남성","","","","거래가능","방어구 '파란색비늘남자갑주'. 방어력 -26을 제공합니다. 레벨 26 이상, 전사, 남성용 착용 가능합니다."
"방어구","갑옷","armour_48","파란색비늘여자갑주","500","11000","","-26","","","","","","","","","전사","26","여성","","","","거래가능","방어구 '파란색비늘여자갑주'. 방어력 -26을 제공합니다. 레벨 26 이상, 전사, 여성용 착용 가능합니다."
"방어구","갑옷","armour_49","파란색도포","420","9000","","-19","","","","","","","","","주술사","26","남성","","","","거래가능","방어구 '파란색도포'. 방어력 -19을 제공합니다. 레벨 26 이상, 주술사, 남성용 착용 가능합니다."
"방어구","갑옷","armour_50","파란색통치마","420","9000","","-19","","","","","","","","","주술사","26","여성","","","","거래가능","방어구 '파란색통치마'. 방어력 -19을 제공합니다. 레벨 26 이상, 주술사, 여성용 착용 가능합니다."
"방어구","갑옷","armour_51","파란색장삼","300","9000","","-15","","","","","","","","","도사","26","남성","","","","거래가능","방어구 '파란색장삼'. 방어력 -15을 제공합니다. 레벨 26 이상, 도사, 남성용 착용 가능합니다."
"방어구","갑옷","armour_52","파란색여자통옷","300","9000","","-15","","","","","","","","","도사","26","여성","","","","거래가능","방어구 '파란색여자통옷'. 방어력 -15을 제공합니다. 레벨 26 이상, 도사, 여성용 착용 가능합니다."
"방어구","갑옷","armour_53","파란색남자갑옷","500","9000","","-22","","","","","","","","","도적","26","남성","","","","거래가능","방어구 '파란색남자갑옷'. 방어력 -22을 제공합니다. 레벨 26 이상, 도적, 남성용 착용 가능합니다."
"방어구","갑옷","armour_54","파란색여자갑옷","500","9000","","-22","","","","","","","","","도적","26","여성","","","","거래가능","방어구 '파란색여자갑옷'. 방어력 -22을 제공합니다. 레벨 26 이상, 도적, 여성용 착용 가능합니다."
"방어구","갑옷","armour_55","파란색남자갑주","320","10000","","-24","","","","","","","","","전사","26","남성","","","","거래가능","방어구 '파란색남자갑주'. 방어력 -24을 제공합니다. 레벨 26 이상, 전사, 남성용 착용 가능합니다."
"방어구","갑옷","armour_56","파란색여자갑주","320","10000","","-24","","","","","","","","","전사","26","여성","","","","거래가능","방어구 '파란색여자갑주'. 방어력 -24을 제공합니다. 레벨 26 이상, 전사, 여성용 착용 가능합니다."
"방어구","갑옷","armour_57","파란색짧은도포","280","9000","","-17","","","","","","","","","주술사","26","남성","","","","거래가능","방어구 '파란색짧은도포'. 방어력 -17을 제공합니다. 레벨 26 이상, 주술사, 남성용 착용 가능합니다."
"방어구","갑옷","armour_58","파란색치마","280","9000","","-17","","","","","","","","","주술사","26","여성","","","","거래가능","방어구 '파란색치마'. 방어력 -17을 제공합니다. 레벨 26 이상, 주술사, 여성용 착용 가능합니다."
"방어구","갑옷","armour_59","파란색남자도복","320","9000","","-20","","","","","","","","","도적","26","남성","","","","거래가능","방어구 '파란색남자도복'. 방어력 -20을 제공합니다. 레벨 26 이상, 도적, 남성용 착용 가능합니다."
"방어구","갑옷","armour_60","파란색여자도복","320","9000","","-20","","","","","","","","","도적","26","여성","","","","거래가능","방어구 '파란색여자도복'. 방어력 -20을 제공합니다. 레벨 26 이상, 도적, 여성용 착용 가능합니다."
"방어구","갑옷","armour_61","가죽비늘남자갑주","2000","22000","","-28","","","","","","","","","전사","36","남성","","","","거래가능","방어구 '가죽비늘남자갑주'. 방어력 -28을 제공합니다. 레벨 36 이상, 전사, 남성용 착용 가능합니다."
"방어구","갑옷","armour_62","가죽비늘여자갑주","2000","22000","","-28","","","","","","","","","전사","36","여성","","","","거래가능","방어구 '가죽비늘여자갑주'. 방어력 -28을 제공합니다. 레벨 36 이상, 전사, 여성용 착용 가능합니다."
"방어구","갑옷","armour_63","가죽도포","1800","19000","","-21","","","","","","","","","주술사","36","남성","","","","거래가능","방어구 '가죽도포'. 방어력 -21을 제공합니다. 레벨 36 이상, 주술사, 남성용 착용 가능합니다."
"방어구","갑옷","armour_64","가죽통치마","1800","19000","","-21","","","","","","","","","주술사","36","여성","","","","거래가능","방어구 '가죽통치마'. 방어력 -21을 제공합니다. 레벨 36 이상, 주술사, 여성용 착용 가능합니다."
"방어구","갑옷","armour_65","가죽장삼","1700","11000","","-17","","","","","","","","","도사","36","남성","","","","거래가능","방어구 '가죽장삼'. 방어력 -17을 제공합니다. 레벨 36 이상, 도사, 남성용 착용 가능합니다."
"방어구","갑옷","armour_66","가죽여자통옷","1700","11000","","-17","","","","","","","","","도사","36","여성","","","","거래가능","방어구 '가죽여자통옷'. 방어력 -17을 제공합니다. 레벨 36 이상, 도사, 여성용 착용 가능합니다."
"방어구","갑옷","armour_67","가죽남자갑옷","2000","16500","","-24","","","","","","","","","도적","36","남성","","","","거래가능","방어구 '가죽남자갑옷'. 방어력 -24을 제공합니다. 레벨 36 이상, 도적, 남성용 착용 가능합니다."
"방어구","갑옷","armour_68","가죽여자갑옷","2000","16500","","-24","","","","","","","","","도적","36","여성","","","","거래가능","방어구 '가죽여자갑옷'. 방어력 -24을 제공합니다. 레벨 36 이상, 도적, 여성용 착용 가능합니다."
"방어구","갑옷","armour_69","가죽남자갑주","1500","21000","","-26","","","","","","","","","전사","36","남성","","","","거래가능","방어구 '가죽남자갑주'. 방어력 -26을 제공합니다. 레벨 36 이상, 전사, 남성용 착용 가능합니다."
"방어구","갑옷","armour_70","가죽여자갑주","1500","21000","","-26","","","","","","","","","전사","36","여성","","","","거래가능","방어구 '가죽여자갑주'. 방어력 -26을 제공합니다. 레벨 36 이상, 전사, 여성용 착용 가능합니다."
"방어구","갑옷","armour_71","가죽짧은도포","1300","16000","","-20","","","","","","","","","주술사","36","남성","","","","거래가능","방어구 '가죽짧은도포'. 방어력 -20을 제공합니다. 레벨 36 이상, 주술사, 남성용 착용 가능합니다."
"방어구","갑옷","armour_72","가죽치마","1300","16000","","-20","","","","","","","","","주술사","36","여성","","","","거래가능","방어구 '가죽치마'. 방어력 -20을 제공합니다. 레벨 36 이상, 주술사, 여성용 착용 가능합니다."
"방어구","갑옷","armour_73","가죽남자도복","1500","16500","","-22","","","","","","","","","도적","36","남성","","","","거래가능","방어구 '가죽남자도복'. 방어력 -22을 제공합니다. 레벨 36 이상, 도적, 남성용 착용 가능합니다."
"방어구","갑옷","armour_74","가죽여자도복","1500","16500","","-22","","","","","","","","","도적","36","여성","","","","거래가능","방어구 '가죽여자도복'. 방어력 -22을 제공합니다. 레벨 36 이상, 도적, 여성용 착용 가능합니다."
"방어구","갑옷","armour_75","구리비늘남자갑주","3000","34000","","-31","","","","","","","","","전사","46","남성","","","","거래가능","방어구 '구리비늘남자갑주'. 방어력 -31을 제공합니다. 레벨 46 이상, 전사, 남성용 착용 가능합니다."
"방어구","갑옷","armour_76","구리비늘여자갑주","3000","34000","","-31","","","","","","","","","전사","46","여성","","","","거래가능","방어구 '구리비늘여자갑주'. 방어력 -31을 제공합니다. 레벨 46 이상, 전사, 여성용 착용 가능합니다."
"방어구","갑옷","armour_77","구리도포","2800","29000","","-23","","","","","","","","","주술사","46","남성","","","","거래가능","방어구 '구리도포'. 방어력 -23을 제공합니다. 레벨 46 이상, 주술사, 남성용 착용 가능합니다."
"방어구","갑옷","armour_78","구리통치마","2800","29000","","-23","","","","","","","","","주술사","46","여성","","","","거래가능","방어구 '구리통치마'. 방어력 -23을 제공합니다. 레벨 46 이상, 주술사, 여성용 착용 가능합니다."
"방어구","갑옷","armour_79","구리장삼","2700","29000","","-19","","","","","","","","","도사","46","남성","","","","거래가능","방어구 '구리장삼'. 방어력 -19을 제공합니다. 레벨 46 이상, 도사, 남성용 착용 가능합니다."
"방어구","갑옷","armour_80","구리여자통옷","2700","29000","","-19","","","","","","","","","도사","46","여성","","","","거래가능","방어구 '구리여자통옷'. 방어력 -19을 제공합니다. 레벨 46 이상, 도사, 여성용 착용 가능합니다."
"방어구","갑옷","armour_81","구리남자갑옷","3000","25000","","-27","","","","","","","","","도적","46","남성","","","","거래가능","방어구 '구리남자갑옷'. 방어력 -27을 제공합니다. 레벨 46 이상, 도적, 남성용 착용 가능합니다."
"방어구","갑옷","armour_82","구리여자갑옷","3000","25000","","-27","","","","","","","","","도적","46","여성","","","","거래가능","방어구 '구리여자갑옷'. 방어력 -27을 제공합니다. 레벨 46 이상, 도적, 여성용 착용 가능합니다."
"방어구","갑옷","armour_83","구리남자갑주","2600","33000","","-29","","","","","","","","","전사","46","남성","","","","거래가능","방어구 '구리남자갑주'. 방어력 -29을 제공합니다. 레벨 46 이상, 전사, 남성용 착용 가능합니다."
"방어구","갑옷","armour_84","구리여자갑주","2600","33000","","-29","","","","","","","","","전사","46","여성","","","","거래가능","방어구 '구리여자갑주'. 방어력 -29을 제공합니다. 레벨 46 이상, 전사, 여성용 착용 가능합니다."
